year,conference,Rk,School,G,W,L,W%,,ORtg,DRtg,NRtg,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,SOS,Pace
2018,SEC,1,Auburn,34,7,4,0.765,,111.5,99.6,11.8,26.6,61.8,0.431,9.5,26.7,0.357,0.508,19.0,24.6,0.774,12.0,37.9,14.1,7.4,5.3,12.1,19.8,73.2,15.97,7.29,73.4
2018,SEC,2,Tennessee,35,8,4,0.743,,109.3,97.3,12.0,25.3,57.5,0.44,7.8,20.5,0.38,0.508,15.5,20.4,0.757,11.5,36.1,15.7,6.3,4.5,12.1,19.4,65.7,18.2,10.12,67.1
2018,SEC,3,Florida,34,5,4,0.618,,109.6,100.1,9.5,26.3,60.7,0.432,9.1,24.5,0.37,0.507,14.2,19.8,0.718,10.8,35.2,13.1,7.0,4.8,9.9,17.4,69.2,16.66,10.08,68.4
2018,SEC,4,Arkansas,35,3,7,0.657,,111.8,105.0,6.8,28.7,60.5,0.474,7.7,19.5,0.395,0.538,15.4,22.7,0.681,10.0,34.5,14.3,6.2,4.7,10.9,20.0,75.6,14.76,9.85,71.3
2018,SEC,5,Kentucky,37,4,6,0.703,,109.6,100.3,9.3,27.0,57.2,0.472,5.3,14.8,0.357,0.518,17.5,25.1,0.698,11.9,38.7,13.2,5.6,4.8,13.0,19.0,70.2,17.24,10.73,69.8
2018,SEC,6,Missouri,33,5,6,0.606,,107.2,100.3,6.8,24.1,53.5,0.45,9.3,24.2,0.383,0.537,15.3,20.8,0.734,10.1,37.1,13.4,5.2,4.2,14.2,18.0,68.1,13.81,9.19,67.3
2018,SEC,7,Mississippi State,37,4,8,0.676,,106.6,98.4,8.2,27.0,58.1,0.465,6.9,21.7,0.319,0.524,12.4,18.0,0.691,10.8,36.1,13.3,6.6,5.4,13.1,16.6,67.8,11.71,6.82,68.4
2018,SEC,8,Texas A&M,35,4,7,0.629,,106.1,99.5,6.6,27.9,60.6,0.46,6.6,20.0,0.329,0.514,12.8,19.4,0.661,12.3,41.4,15.4,5.4,6.0,13.6,16.4,70.5,15.3,10.62,70.9
2018,SEC,9,Alabama,36,2,8,0.556,,103.0,100.6,2.4,25.3,54.9,0.461,6.4,19.5,0.326,0.519,15.4,23.0,0.67,10.0,35.8,12.7,6.3,5.3,14.3,18.8,70.6,12.34,10.64,70.2
2018,SEC,10,LSU,33,3,8,0.545,,111.3,107.1,4.2,27.8,58.4,0.476,8.1,23.5,0.346,0.545,13.9,19.0,0.731,9.6,33.4,14.2,7.6,3.3,11.6,17.7,74.6,10.93,8.02,69.4
2018,SEC,11,Georgia,33,4,9,0.545,,102.7,100.6,2.1,23.2,55.3,0.42,6.1,19.2,0.318,0.475,15.5,22.2,0.699,12.3,39.4,12.2,3.8,4.7,12.7,16.2,66.7,10.24,8.87,65.3
2018,SEC,12,South Carolina,33,4,8,0.515,,99.9,98.3,1.6,22.9,57.5,0.398,7.3,21.5,0.339,0.461,17.0,24.2,0.701,12.6,37.2,12.8,5.5,3.2,13.8,20.1,69.0,9.45,9.23,69.7
2018,SEC,13,Vanderbilt,32,1,10,0.375,,108.0,110.4,-2.4,24.2,55.5,0.437,9.0,25.6,0.353,0.518,14.9,20.1,0.743,9.8,33.8,12.3,4.8,3.4,11.8,19.8,74.0,8.52,10.14,66.5
2018,SEC,14,Ole Miss,32,1,10,0.375,,105.5,108.8,-3.2,26.3,62.5,0.421,7.8,24.6,0.319,0.483,15.4,21.1,0.73,12.3,38.0,14.6,6.3,4.1,11.4,19.0,78.1,6.85,9.16,70.7
2019,SEC,1,LSU,35,9,1,0.8,,111.1,100.9,10.1,28.2,61.8,0.457,6.7,21.1,0.319,0.512,17.2,22.9,0.752,13.1,38.7,12.9,8.8,4.2,12.9,18.1,73.1,16.5,9.16,70.6
2019,SEC,2,Kentucky,37,8,2,0.811,,111.9,95.5,16.4,26.4,55.4,0.477,5.8,16.4,0.354,0.53,17.2,23.2,0.739,11.5,38.6,13.5,5.9,4.8,12.6,16.2,64.7,21.43,10.29,67.3
2019,SEC,3,Tennessee,37,7,3,0.838,,116.1,98.7,17.4,29.9,60.3,0.496,7.1,19.3,0.367,0.554,15.2,20.1,0.754,10.2,37.6,17.8,6.0,5.4,11.1,17.7,69.7,21.55,10.16,69.4
2019,SEC,4,Auburn,40,4,6,0.75,,114.1,98.4,15.7,27.4,61.0,0.45,11.4,30.1,0.377,0.543,13.5,19.0,0.711,11.4,34.2,14.3,9.2,4.8,11.7,18.3,68.8,20.84,10.92,69.2
2019,SEC,5,South Carolina,32,4,8,0.5,,101.8,101.3,0.5,25.2,59.6,0.423,7.6,20.7,0.366,0.486,14.8,21.7,0.682,12.0,36.3,12.9,6.3,4.4,13.5,19.5,72.4,8.34,9.63,71.2
2019,SEC,6,Ole Miss,33,6,5,0.606,,108.4,102.4,6.0,26.5,57.8,0.46,8.2,23.0,0.358,0.531,14.0,17.8,0.783,9.8,34.2,14.4,7.1,3.6,12.6,18.3,71.1,12.32,8.13,69.2
2019,SEC,7,Mississippi State,34,5,5,0.676,,111.9,102.0,10.0,27.5,58.3,0.472,8.6,22.8,0.377,0.546,13.6,19.0,0.717,11.6,35.7,14.1,8.1,5.1,13.3,17.2,70.4,15.96,9.07,68.6
2019,SEC,8,Florida,36,5,6,0.556,,103.7,97.3,6.4,23.8,56.0,0.425,8.1,24.2,0.334,0.498,12.1,16.8,0.721,10.4,33.4,12.1,7.1,3.6,11.7,17.1,63.6,15.42,11.22,64.7
2019,SEC,9,Alabama,34,4,8,0.529,,102.8,102.2,0.6,25.2,57.2,0.44,7.2,21.1,0.34,0.503,14.5,21.7,0.666,11.3,37.8,12.3,4.6,4.7,13.7,16.8,71.6,9.45,9.01,69.8
2019,SEC,10,Arkansas,34,5,8,0.529,,104.2,100.1,4.1,26.3,58.9,0.446,7.6,22.1,0.345,0.51,15.1,22.6,0.668,10.1,33.9,16.0,8.1,5.1,13.2,20.4,72.3,11.75,8.78,71.7
2019,SEC,11,Texas A&M,32,3,7,0.438,,101.5,103.5,-2.0,25.2,57.6,0.438,6.4,20.7,0.308,0.493,13.7,19.7,0.693,11.6,37.3,11.8,6.7,4.4,13.9,16.3,71.8,7.21,8.59,69.4
2019,SEC,12,Missouri,32,2,8,0.469,,100.9,101.7,-0.8,23.7,55.1,0.43,8.3,22.7,0.363,0.505,11.6,16.4,0.703,10.8,35.3,11.1,4.7,1.7,14.0,19.5,67.8,8.6,9.16,66.1
2019,SEC,13,Georgia,32,2,9,0.344,,100.9,104.9,-4.0,24.3,55.0,0.441,6.6,20.4,0.322,0.5,16.0,22.7,0.705,11.2,38.0,13.2,5.8,5.1,15.8,17.7,73.9,5.31,8.12,70.4
2019,SEC,14,Vanderbilt,32,1,10,0.281,,98.5,104.6,-6.1,23.0,54.7,0.421,7.2,23.1,0.311,0.486,14.9,22.2,0.673,10.2,35.6,11.6,4.8,3.9,14.2,17.8,72.3,3.57,7.79,68.9
2021,SEC,1,Alabama,33,7,3,0.788,,106.3,93.5,12.8,28.0,64.4,0.435,10.5,30.0,0.352,0.517,13.1,18.5,0.708,12.4,40.7,14.1,8.5,4.3,13.9,18.3,70.1,19.58,10.01,74.7
2021,SEC,2,Arkansas,32,5,4,0.781,,108.0,93.9,14.1,29.2,64.7,0.451,7.3,21.9,0.332,0.508,15.7,21.2,0.74,11.8,39.7,14.6,7.8,4.9,12.9,16.9,70.8,17.8,7.18,75.1
2021,SEC,3,LSU,29,4,6,0.655,,112.1,103.1,9.0,28.8,62.9,0.459,8.1,23.2,0.347,0.523,16.0,21.3,0.751,11.4,38.4,12.1,7.8,2.9,11.3,17.4,75.2,15.7,9.14,72.6
2021,SEC,4,Ole Miss,28,5,6,0.571,,101.8,94.1,7.7,25.0,56.7,0.441,5.2,17.4,0.3,0.487,13.6,19.4,0.702,12.1,36.6,12.2,7.5,3.9,14.0,17.2,63.6,11.18,6.0,67.3
2021,SEC,5,Tennessee,27,4,4,0.667,,104.6,92.4,12.2,25.3,57.6,0.439,6.6,19.9,0.331,0.496,14.8,19.8,0.746,10.9,35.9,14.9,7.3,4.8,12.5,16.4,63.5,16.87,8.46,68.7
2021,SEC,6,Florida,25,5,5,0.6,,104.6,99.1,5.5,26.5,56.3,0.471,6.8,19.0,0.356,0.531,14.4,19.1,0.753,9.8,35.3,11.7,7.2,5.2,15.0,18.6,70.3,13.7,9.82,70.6
2021,SEC,7,Kentucky,25,4,7,0.36,,99.7,99.3,0.4,24.6,59.0,0.417,6.4,19.1,0.335,0.471,14.8,20.4,0.729,12.0,38.0,12.5,6.3,5.9,14.0,18.0,70.2,11.77,11.49,70.0
2021,SEC,8,Mississippi State,33,5,4,0.545,,101.6,98.0,3.6,25.7,56.5,0.454,5.4,15.8,0.343,0.502,12.5,19.1,0.658,12.1,39.0,13.0,6.3,4.5,15.1,15.5,66.8,9.24,6.79,67.2
2021,SEC,9,Missouri,26,6,4,0.615,,103.3,101.2,2.1,25.7,57.6,0.446,7.1,21.8,0.325,0.508,15.0,21.3,0.701,9.8,35.7,13.3,6.7,3.5,13.3,19.7,71.9,12.37,10.87,70.4
2021,SEC,10,Auburn,27,3,8,0.481,,104.1,103.1,1.0,26.3,60.3,0.437,9.1,27.8,0.326,0.512,15.4,21.8,0.708,12.9,39.4,14.8,6.2,6.0,16.2,17.9,76.4,10.02,9.28,73.4
2021,SEC,11,Georgia,26,2,6,0.538,,101.8,102.4,-0.7,28.2,61.7,0.458,6.3,19.6,0.324,0.509,14.7,21.3,0.689,12.2,37.4,15.0,8.5,2.5,16.7,18.6,78.0,6.62,8.02,75.7
2021,SEC,12,South Carolina,21,2,7,0.286,,96.2,104.9,-8.8,27.0,65.0,0.415,6.8,22.2,0.305,0.467,11.9,18.1,0.654,12.8,36.0,13.3,8.4,3.7,14.9,19.1,79.1,3.39,10.01,75.4
2021,SEC,13,Vanderbilt,25,2,8,0.36,,103.0,103.9,-0.9,24.4,56.6,0.43,9.3,26.7,0.349,0.512,13.7,18.6,0.736,9.8,33.7,12.7,7.0,2.6,13.8,17.6,72.4,6.14,6.74,69.6
2021,SEC,14,Texas A&M,18,2,4,0.444,,97.2,101.2,-4.0,22.3,53.7,0.415,6.5,21.7,0.299,0.476,13.2,18.2,0.726,11.0,33.4,12.1,6.9,1.9,14.8,16.9,66.9,2.2,4.86,66.1
2022,SEC,1,Auburn,34,8,3,0.824,,108.1,92.9,15.2,27.7,63.7,0.435,8.1,25.4,0.318,0.499,14.7,20.1,0.731,12.8,40.4,14.7,8.4,8.0,12.1,18.5,67.2,19.2,8.17,71.3
2022,SEC,2,Kentucky,34,6,5,0.765,,114.0,95.5,18.5,30.3,62.7,0.483,6.1,17.5,0.347,0.531,12.8,17.6,0.726,13.0,40.1,16.1,6.8,4.2,11.6,14.3,66.6,20.9,8.02,69.2
2022,SEC,3,Tennessee,35,6,5,0.771,,106.2,91.0,15.2,26.1,60.2,0.434,8.7,24.2,0.36,0.507,12.5,17.4,0.715,11.7,36.9,16.5,9.3,4.3,12.3,16.9,62.9,20.46,9.94,68.6
2022,SEC,4,Arkansas,37,5,4,0.757,,104.8,94.3,10.6,26.3,60.6,0.434,6.3,20.7,0.304,0.486,17.1,22.5,0.76,10.8,37.8,13.8,7.6,4.1,12.2,16.9,68.3,16.27,8.62,72.0
2022,SEC,5,Alabama,33,3,7,0.576,,108.1,104.0,4.1,27.6,62.8,0.44,9.2,29.9,0.309,0.513,15.0,20.6,0.728,13.4,39.6,14.7,7.1,4.7,14.5,18.5,76.5,14.62,11.59,73.2
2022,SEC,6,Florida,34,4,7,0.588,,104.9,98.9,6.1,24.3,56.9,0.426,7.9,26.1,0.303,0.496,14.1,19.2,0.735,11.1,33.6,12.8,8.4,5.0,12.4,16.0,66.5,11.93,7.84,66.8
2022,SEC,7,LSU,34,3,8,0.647,,102.3,89.4,12.9,25.9,59.0,0.438,6.5,20.5,0.316,0.493,14.4,19.7,0.731,12.1,37.0,12.7,11.0,4.3,14.7,19.1,63.4,17.45,8.3,70.4
2022,SEC,8,South Carolina,31,4,7,0.581,,97.9,97.0,1.0,26.2,61.7,0.424,6.8,21.5,0.316,0.479,11.8,17.6,0.671,12.9,38.3,14.0,7.8,5.1,15.2,19.4,70.3,7.14,8.37,72.2
2022,SEC,9,Texas A&M,40,5,5,0.675,,104.7,95.2,9.5,25.9,58.4,0.443,6.5,20.0,0.325,0.499,14.5,20.6,0.703,12.1,35.5,13.5,10.0,3.4,13.1,17.5,66.1,12.93,7.42,68.6
2022,SEC,10,Mississippi State,34,1,10,0.529,,104.6,98.3,6.3,25.3,55.6,0.455,4.6,15.6,0.295,0.496,15.3,21.2,0.721,11.3,36.3,13.4,7.9,3.3,13.1,15.7,66.2,11.83,7.6,66.6
2022,SEC,11,Vanderbilt,36,5,8,0.528,,102.0,97.7,4.2,23.6,55.6,0.424,8.6,25.4,0.34,0.502,15.0,21.5,0.697,9.6,34.3,11.8,7.3,3.4,13.1,18.1,67.8,11.0,8.05,68.9
2022,SEC,12,Missouri,33,2,10,0.364,,96.8,104.2,-7.4,23.9,56.2,0.426,5.2,18.5,0.281,0.472,12.4,16.8,0.736,10.9,35.0,12.1,6.5,4.1,14.4,17.8,70.5,2.94,9.1,67.4
2022,SEC,13,Ole Miss,32,2,7,0.406,,100.5,101.3,-0.8,24.8,57.0,0.435,6.9,21.3,0.326,0.496,11.6,16.3,0.711,9.3,33.4,13.2,7.1,2.8,12.2,15.2,68.7,6.72,7.25,67.0
2022,SEC,14,Georgia,32,0,10,0.188,,100.0,112.4,-12.4,23.8,53.9,0.442,6.4,19.9,0.321,0.502,15.7,21.0,0.747,8.4,32.7,13.9,5.2,2.2,14.4,15.0,78.5,-0.63,8.06,69.8
2023,SEC,1,Alabama,37,9,3,0.838,,110.4,92.1,18.3,27.6,62.5,0.442,9.9,29.5,0.335,0.521,16.6,22.9,0.725,13.1,44.6,15.0,6.1,5.1,13.8,18.7,68.3,23.19,9.65,72.6
2023,SEC,2,Texas A&M,35,7,4,0.714,,108.5,99.0,9.4,23.9,55.2,0.432,6.2,19.0,0.326,0.488,18.9,24.9,0.759,12.4,36.8,12.5,6.7,2.3,12.3,18.2,66.5,13.76,7.42,67.1
2023,SEC,3,Kentucky,34,6,4,0.647,,110.7,100.8,9.9,27.3,60.1,0.454,6.3,18.0,0.347,0.506,13.6,19.2,0.706,13.9,39.4,15.1,6.4,3.7,11.8,16.0,67.8,14.76,8.08,66.8
2023,SEC,4,Missouri,35,5,5,0.714,,112.0,105.6,6.4,28.2,59.8,0.472,9.3,25.8,0.36,0.55,13.2,17.4,0.758,8.9,30.2,15.9,10.2,2.7,11.1,18.0,74.4,11.41,6.89,70.0
2023,SEC,5,Tennessee,36,4,6,0.694,,107.0,87.6,19.5,25.2,58.3,0.433,7.7,23.3,0.329,0.499,12.6,17.9,0.708,12.9,38.4,16.7,8.3,3.6,12.0,16.6,57.9,20.84,7.98,65.9
2023,SEC,6,Vanderbilt,37,5,6,0.595,,106.6,105.9,0.6,25.1,59.1,0.425,8.4,24.9,0.336,0.496,13.3,18.6,0.712,11.3,36.2,11.6,5.1,4.5,10.8,16.3,71.5,8.98,8.55,67.0
2023,SEC,7,Auburn,34,4,8,0.618,,105.6,98.3,7.3,25.7,58.6,0.439,6.5,20.6,0.315,0.495,14.8,21.3,0.696,11.6,36.2,14.1,7.7,5.1,12.2,19.3,67.7,14.35,9.29,68.7
2023,SEC,8,Florida,33,4,7,0.485,,101.8,98.1,3.8,25.2,57.7,0.436,6.7,21.2,0.314,0.494,14.3,19.9,0.717,8.4,34.6,12.3,6.8,5.2,11.2,16.2,68.6,10.9,8.26,69.7
2023,SEC,9,Arkansas,36,2,8,0.611,,105.1,96.4,8.7,26.7,57.3,0.466,5.0,15.9,0.313,0.509,15.7,22.5,0.698,10.4,35.3,12.8,8.4,5.1,12.7,19.3,67.9,15.99,9.87,70.2
2023,SEC,10,Mississippi State,34,4,6,0.618,,99.8,92.6,7.2,24.0,56.9,0.421,5.2,19.7,0.266,0.467,12.5,19.3,0.647,12.9,37.9,14.2,8.6,3.4,12.8,15.2,61.0,11.43,6.69,64.9
2023,SEC,11,Georgia,32,1,10,0.5,,100.1,104.5,-4.4,22.8,55.4,0.41,6.7,21.2,0.317,0.471,16.3,22.4,0.727,10.8,35.8,11.2,6.3,2.7,13.2,16.0,71.5,1.8,4.8,68.2
2023,SEC,12,South Carolina,32,4,8,0.344,,97.2,109.8,-12.5,23.3,57.7,0.403,7.6,23.6,0.323,0.469,10.2,15.5,0.661,11.8,34.1,11.1,4.9,2.6,13.2,16.0,72.6,-2.28,6.0,65.1
2023,SEC,13,Ole Miss,33,2,9,0.364,,100.9,103.3,-2.4,24.7,58.6,0.422,6.2,20.3,0.303,0.475,11.9,17.1,0.695,12.0,35.8,13.1,7.1,3.7,12.2,15.9,69.1,5.73,7.3,66.4
2023,SEC,14,LSU,33,0,9,0.424,,101.4,106.1,-4.7,23.3,56.8,0.41,7.2,22.1,0.327,0.473,13.8,19.2,0.722,11.4,35.0,12.3,6.8,2.7,12.3,17.0,70.7,3.32,6.44,66.7
2024,SEC,1,Tennessee,36,8,3,0.75,,112.1,95.9,16.2,27.2,61.8,0.44,8.8,25.4,0.344,0.511,15.6,20.8,0.751,11.6,38.7,16.7,7.8,4.6,10.2,17.5,67.4,21.81,10.42,70.3
2024,SEC,2,Alabama,37,5,5,0.676,,121.1,109.2,11.9,30.7,64.5,0.476,11.2,29.9,0.373,0.563,17.6,22.8,0.772,12.8,39.6,15.9,6.9,4.4,11.8,19.8,81.2,20.69,11.8,73.9
2024,SEC,3,Auburn,35,5,5,0.771,,117.2,96.4,20.9,28.9,60.6,0.476,8.0,22.7,0.352,0.542,17.4,23.2,0.75,11.2,37.8,17.8,7.4,6.1,10.7,19.4,68.3,22.46,7.66,70.9
2024,SEC,4,Kentucky,33,7,3,0.697,,119.2,106.7,12.5,32.0,64.6,0.495,9.9,24.2,0.409,0.572,15.2,19.7,0.772,10.1,37.6,17.5,7.5,6.3,10.7,17.5,79.7,16.79,7.46,73.9
2024,SEC,5,South Carolina,34,8,3,0.765,,110.4,103.5,6.9,25.4,57.9,0.439,8.1,23.8,0.339,0.509,13.1,18.4,0.711,11.4,35.6,15.4,4.8,3.2,10.1,16.2,67.6,10.98,6.48,64.8
2024,SEC,6,Florida,36,3,7,0.667,,115.1,106.5,8.6,29.9,65.3,0.458,7.8,22.6,0.345,0.518,17.9,25.1,0.715,14.6,42.3,15.2,6.7,5.3,11.7,18.4,79.2,15.17,8.81,73.1
2024,SEC,7,LSU,33,3,7,0.515,,107.5,105.6,2.0,26.3,57.8,0.455,7.8,21.7,0.357,0.522,16.0,22.1,0.723,10.5,35.7,11.8,8.0,3.8,13.2,17.4,75.0,8.14,6.75,70.7
2024,SEC,8,Texas A&M,36,6,6,0.583,,111.4,105.5,5.9,25.7,64.0,0.402,7.1,24.1,0.293,0.457,17.5,24.7,0.707,17.4,42.8,11.4,6.9,3.0,9.6,17.0,72.0,13.35,9.32,67.8
2024,SEC,9,Mississippi State,35,2,8,0.6,,107.5,100.2,7.3,26.2,57.9,0.452,7.2,22.3,0.321,0.514,14.5,21.7,0.67,12.5,38.1,14.0,8.1,3.1,13.0,16.6,69.1,14.19,9.16,68.7
2024,SEC,10,Ole Miss,32,4,7,0.625,,109.3,107.8,1.5,26.2,58.6,0.447,7.5,20.6,0.365,0.511,15.0,20.6,0.728,10.4,33.5,15.1,7.8,5.8,10.8,16.3,73.9,8.3,7.27,68.6
2024,SEC,11,Arkansas,33,2,7,0.485,,106.1,108.9,-2.8,26.0,57.5,0.453,6.0,18.9,0.318,0.505,19.7,26.0,0.756,8.5,34.5,11.7,6.0,6.1,12.0,19.8,79.8,6.12,8.15,72.2
2024,SEC,12,Georgia,37,6,6,0.541,,105.4,105.4,0.0,25.5,59.3,0.43,8.1,23.9,0.34,0.498,15.6,21.7,0.72,9.9,35.6,11.8,6.4,3.3,11.4,16.2,74.7,8.63,8.63,70.6
2024,SEC,13,Vanderbilt,32,1,9,0.281,,99.7,111.4,-11.7,23.4,58.7,0.399,6.5,23.1,0.283,0.454,14.6,20.6,0.709,10.8,34.4,9.4,6.1,2.9,10.4,15.3,75.9,0.19,8.16,67.8
2024,SEC,14,Missouri,32,2,10,0.25,,105.0,110.9,-5.9,25.2,57.4,0.439,7.3,22.8,0.319,0.502,14.4,18.2,0.792,9.2,31.0,12.2,7.7,4.8,11.6,20.1,76.2,3.27,7.3,68.4
2025,SEC,1,Auburn,38,8,2,0.842,,119.6,100.0,19.5,29.4,61.7,0.476,9.0,25.2,0.359,0.549,15.2,20.9,0.727,11.8,37.4,16.1,6.9,5.9,9.4,18.5,69.4,28.68,15.13,69.2
2025,SEC,2,Florida,40,7,3,0.9,,120.1,98.6,21.5,29.6,62.8,0.471,9.8,27.4,0.356,0.549,15.9,21.9,0.728,13.7,41.8,15.5,7.4,4.5,11.1,17.1,69.6,27.78,12.6,70.6
2025,SEC,3,Alabama,37,9,3,0.757,,118.5,106.2,12.3,31.0,64.1,0.484,10.5,29.8,0.353,0.566,18.1,25.2,0.72,12.4,42.4,17.2,6.2,4.5,12.7,18.9,81.3,25.54,16.14,76.0
2025,SEC,4,Tennessee,38,6,5,0.789,,114.0,97.1,16.9,25.4,56.3,0.452,8.2,24.4,0.338,0.525,14.9,20.0,0.745,11.5,36.4,15.4,6.9,4.8,10.4,15.2,63.1,24.2,13.25,64.9
2025,SEC,5,Texas A&M,34,5,5,0.676,,109.2,100.5,8.7,25.2,60.3,0.418,7.0,22.7,0.307,0.476,17.2,24.9,0.692,16.0,41.0,11.9,7.6,4.0,12.2,17.5,68.7,19.3,13.39,67.8
2025,SEC,6,Kentucky,36,4,6,0.667,,116.5,106.5,10.0,29.6,61.4,0.482,9.5,25.3,0.375,0.559,15.8,21.6,0.731,9.9,38.0,16.9,6.9,4.0,10.9,17.2,77.2,21.26,14.04,72.2
2025,SEC,7,Ole Miss,36,5,6,0.667,,110.8,103.0,7.9,26.6,59.9,0.445,8.3,24.0,0.348,0.514,15.6,21.1,0.738,9.2,33.1,14.2,8.8,3.7,9.0,18.3,71.7,18.28,12.8,69.2
2025,SEC,8,Missouri,34,3,7,0.647,,119.4,105.1,14.3,27.6,57.3,0.482,8.7,23.7,0.367,0.558,19.7,27.0,0.73,11.0,34.0,13.7,9.4,2.6,10.9,18.2,73.6,19.49,9.49,69.8
2025,SEC,9,Arkansas,36,4,6,0.611,,108.5,100.9,7.6,27.2,58.8,0.462,7.0,21.5,0.327,0.522,15.4,20.9,0.739,9.5,35.6,14.2,7.5,5.6,11.5,16.2,71.4,17.09,11.7,70.3
2025,SEC,10,Georgia,33,3,7,0.606,,109.8,101.9,7.9,26.1,56.7,0.46,6.9,21.0,0.329,0.521,16.3,22.7,0.717,11.8,36.5,12.5,7.8,5.1,12.9,16.6,69.9,16.36,10.94,68.6
2025,SEC,11,Mississippi State,34,6,5,0.618,,113.0,105.4,7.6,28.6,63.1,0.452,8.5,26.9,0.314,0.519,13.9,19.9,0.701,12.8,37.9,15.2,9.1,4.5,10.7,17.4,74.2,17.14,11.79,69.6
2025,SEC,12,Vanderbilt,33,3,7,0.606,,112.6,106.0,6.6,27.7,61.6,0.45,8.1,24.9,0.325,0.515,15.4,20.6,0.746,11.5,34.7,13.9,8.9,3.9,10.2,17.9,74.3,14.66,10.05,69.8
2025,SEC,13,Oklahoma,34,2,7,0.588,,112.0,106.8,5.2,26.1,55.7,0.468,8.5,23.2,0.365,0.544,17.7,22.2,0.795,8.4,32.1,13.4,7.8,2.3,12.1,18.5,74.6,14.86,11.22,69.9
2025,SEC,14,Texas,35,4,6,0.543,,113.1,104.7,8.4,27.3,59.1,0.463,7.5,20.8,0.362,0.526,16.3,21.7,0.749,10.2,35.7,12.9,6.3,4.3,9.9,18.7,72.6,15.65,9.79,68.4
2025,SEC,15,LSU,32,2,8,0.438,,105.0,104.7,0.4,26.2,58.9,0.445,7.8,25.6,0.305,0.511,13.7,19.1,0.714,10.3,35.7,12.8,7.1,4.7,13.1,16.8,73.6,9.93,9.68,69.5
2025,SEC,16,South Carolina,32,1,10,0.375,,103.7,106.1,-2.5,23.2,54.2,0.427,6.7,21.2,0.316,0.489,16.8,23.5,0.715,10.1,34.4,12.7,5.7,2.9,12.4,16.1,71.4,9.89,11.55,66.8
2015,Big East,1,Villanova,36,9,2,0.917,,116.9,93.1,23.8,25.4,54.2,0.47,9.1,23.3,0.389,0.553,16.6,22.6,0.731,10.3,34.3,15.8,7.7,4.1,10.6,16.6,60.9,23.13,7.55,65.0
2015,Big East,2,Butler,34,7,4,0.676,,105.9,93.5,12.3,23.9,55.4,0.433,5.6,15.9,0.356,0.484,15.5,22.6,0.686,12.0,36.4,11.4,6.4,3.0,11.1,17.4,61.0,16.64,8.62,64.2
2015,Big East,3,Georgetown,33,5,4,0.667,,108.1,99.5,8.6,24.2,53.1,0.456,6.1,17.2,0.353,0.513,16.4,23.3,0.704,11.1,34.9,12.9,7.6,4.7,12.6,20.2,65.2,15.48,9.81,64.6
2015,Big East,4,Providence,34,5,6,0.647,,105.4,99.0,6.4,24.4,55.6,0.438,5.0,16.1,0.313,0.484,16.0,22.6,0.707,12.1,36.1,13.9,7.1,4.6,12.0,18.5,65.5,13.71,9.5,65.7
2015,Big East,5,St. John's (NY),33,4,6,0.636,,104.6,100.0,4.6,25.3,57.3,0.442,6.0,17.2,0.348,0.494,14.4,20.8,0.691,10.2,35.3,12.4,7.5,6.4,10.7,17.8,67.9,11.85,9.04,67.6
2015,Big East,6,Xavier,37,5,7,0.622,,109.8,100.9,8.9,25.8,54.4,0.475,6.3,18.0,0.351,0.534,15.3,20.9,0.73,9.8,34.6,16.1,6.0,2.9,12.1,17.9,67.4,15.42,9.48,65.6
2015,Big East,7,DePaul,32,3,9,0.375,,102.7,108.9,-6.2,23.7,54.3,0.435,7.8,22.0,0.352,0.507,14.3,19.8,0.721,9.1,30.3,12.3,6.6,3.8,13.4,21.2,73.6,3.3,7.49,67.3
2015,Big East,8,Seton Hall,31,3,9,0.516,,102.7,102.1,0.6,23.7,56.3,0.421,6.9,19.6,0.35,0.482,14.1,21.4,0.657,12.6,36.2,12.4,6.0,4.1,12.4,19.2,68.0,7.95,7.56,66.0
2015,Big East,9,Creighton,33,3,9,0.424,,104.8,104.1,0.7,22.6,53.8,0.42,7.9,23.0,0.345,0.494,14.2,19.5,0.725,10.5,34.5,13.6,4.5,2.3,11.8,17.9,66.9,7.48,7.05,63.3
2015,Big East,10,Marquette,32,1,9,0.406,,99.9,102.9,-3.0,23.2,53.1,0.437,6.5,18.8,0.344,0.498,12.3,19.0,0.645,9.6,31.3,15.0,7.5,3.5,12.6,15.8,67.0,7.08,9.02,64.6
2016,Big East,1,Villanova,40,10,2,0.875,,115.5,94.2,21.3,27.2,56.2,0.483,8.7,24.0,0.362,0.561,15.0,19.2,0.782,8.8,34.6,15.9,7.1,3.4,11.0,17.0,63.6,24.08,9.71,67.3
2016,Big East,2,Xavier,34,8,3,0.824,,111.2,97.1,14.0,27.3,60.4,0.452,7.5,20.6,0.363,0.514,18.4,25.2,0.73,12.8,40.8,16.1,7.2,3.0,12.6,19.9,70.4,18.58,8.43,72.4
2016,Big East,3,Seton Hall,34,7,4,0.735,,104.5,95.5,9.0,26.2,58.8,0.446,6.1,17.5,0.347,0.498,15.6,23.8,0.658,12.9,39.9,13.4,7.4,4.6,13.8,18.7,67.8,14.66,8.28,70.7
